event_type,available_on,swing_date,value,reason,breaks_structure,reference_confirmed_value,confluence_count,confluence_short_hits,confluence_long_hits,confluence_windows
candidate_high_replaced,2025-10-03 23:59:59.999000+00:00,2025-10-03 23:59:59.999000+00:00,123900.0,better_extreme,True,117875.2,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_high_replaced,2025-10-05 23:59:59.999000+00:00,2025-10-05 23:59:59.999000+00:00,125877.3,better_extreme,True,117875.2,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_high_replaced,2025-10-06 23:59:59.999000+00:00,2025-10-06 23:59:59.999000+00:00,126208.5,better_extreme,True,117875.2,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_high_seeded,2025-10-13 23:59:59.999000+00:00,2025-10-13 23:59:59.999000+00:00,115912.0,post_confirmation_seed,False,126208.5,1,1,0,1
candidate_high_seeded,2025-10-29 23:59:59.999000+00:00,2025-10-29 23:59:59.999000+00:00,113593.0,post_confirmation_seed,False,115912.0,0,0,0,
candidate_high_seeded,2025-11-09 23:59:59.999000+00:00,2025-11-09 23:59:59.999000+00:00,105440.0,post_confirmation_seed,False,113593.0,2,2,0,"1,3"
candidate_high_replaced,2025-11-10 23:59:59.999000+00:00,2025-11-10 23:59:59.999000+00:00,106666.0,better_extreme,False,113593.0,2,2,0,"1,3"
candidate_high_replaced,2025-11-11 23:59:59.999000+00:00,2025-11-11 23:59:59.999000+00:00,107473.7,better_extreme,False,113593.0,3,3,0,"1,3,7"
candidate_high_seeded,2025-11-24 23:59:59.999000+00:00,2025-11-24 23:59:59.999000+00:00,89177.3,post_confirmation_seed,False,107473.7,2,2,0,"1,3"
candidate_high_replaced,2025-11-26 23:59:59.999000+00:00,2025-11-26 23:59:59.999000+00:00,90655.4,better_extreme,False,107473.7,2,2,0,"1,3"
candidate_high_replaced,2025-11-27 23:59:59.999000+00:00,2025-11-27 23:59:59.999000+00:00,91931.9,better_extreme,False,107473.7,3,3,0,"1,3,7"
candidate_high_replaced,2025-11-28 23:59:59.999000+00:00,2025-11-28 23:59:59.999000+00:00,93080.0,better_extreme,False,107473.7,4,4,0,"1,3,7,10"
candidate_high_replaced,2025-12-03 23:59:59.999000+00:00,2025-12-03 23:59:59.999000+00:00,94185.0,better_extreme,False,107473.7,4,4,0,"1,3,7,10"
candidate_high_replaced,2025-12-09 23:59:59.999000+00:00,2025-12-09 23:59:59.999000+00:00,94555.0,better_extreme,False,107473.7,4,4,0,"1,3,7,10"
candidate_high_seeded,2025-12-25 23:59:59.999000+00:00,2025-12-25 23:59:59.999000+00:00,88594.0,post_confirmation_seed,False,94555.0,1,1,0,1
candidate_high_replaced,2025-12-26 23:59:59.999000+00:00,2025-12-26 23:59:59.999000+00:00,89557.6,better_extreme,False,94555.0,4,4,0,"1,3,7,10"
candidate_high_replaced,2025-12-29 23:59:59.999000+00:00,2025-12-29 23:59:59.999000+00:00,90373.4,better_extreme,False,94555.0,4,4,0,"1,3,7,10"
candidate_high_replaced,2026-01-02 23:59:59.999000+00:00,2026-01-02 23:59:59.999000+00:00,90945.1,better_extreme,False,94555.0,4,4,0,"1,3,7,10"
candidate_high_replaced,2026-01-04 23:59:59.999000+00:00,2026-01-04 23:59:59.999000+00:00,91779.7,better_extreme,False,94555.0,4,4,0,"1,3,7,10"
candidate_high_replaced,2026-01-05 23:59:59.999000+00:00,2026-01-05 23:59:59.999000+00:00,94760.3,better_extreme,True,94555.0,5,5,0,"1,3,7,10,30"
candidate_high_seeded,2026-01-15 23:59:59.999000+00:00,2026-01-15 23:59:59.999000+00:00,97155.0,post_confirmation_seed,True,94760.3,5,5,0,"1,3,7,10,30"
candidate_high_seeded,2026-01-28 23:59:59.999000+00:00,2026-01-28 23:59:59.999000+00:00,90592.7,post_confirmation_seed,False,97155.0,3,3,0,"1,3,7"
candidate_high_seeded,2026-02-09 23:59:59.999000+00:00,2026-02-09 23:59:59.999000+00:00,71434.9,post_confirmation_seed,False,90592.7,2,2,0,"1,3"
candidate_high_seeded,2026-03-03 23:59:59.999000+00:00,2026-03-03 23:59:59.999000+00:00,69221.6,post_confirmation_seed,False,71434.9,4,4,0,"1,3,7,10"
candidate_high_replaced,2026-03-04 23:59:59.999000+00:00,2026-03-04 23:59:59.999000+00:00,74046.5,better_extreme,True,71434.9,4,4,0,"1,3,7,10"
candidate_high_seeded,2026-03-15 23:59:59.999000+00:00,2026-03-15 23:59:59.999000+00:00,73199.9,post_confirmation_seed,False,74046.5,5,5,0,"1,3,7,10,30"
candidate_high_replaced,2026-03-16 23:59:59.999000+00:00,2026-03-16 23:59:59.999000+00:00,74880.0,better_extreme,True,74046.5,5,5,0,"1,3,7,10,30"
candidate_high_replaced,2026-03-17 23:59:59.999000+00:00,2026-03-17 23:59:59.999000+00:00,75998.9,better_extreme,True,74046.5,5,5,0,"1,3,7,10,30"
candidate_high_seeded,2026-04-02 23:59:59.999000+00:00,2026-04-02 23:59:59.999000+00:00,68639.1,post_confirmation_seed,False,75998.9,2,2,0,"1,3"
