event_type,available_on,swing_date,value,reason,breaks_structure,reference_confirmed_value,confluence_count,confluence_short_hits,confluence_long_hits,confluence_windows
candidate_low_replaced,2025-10-22 23:59:59.999000+00:00,2025-10-22 23:59:59.999000+00:00,106360.3,better_extreme,False,101516.5,2,2,0,"1,3"
candidate_low_seeded,2025-11-05 23:59:59.999000+00:00,2025-11-05 23:59:59.999000+00:00,98909.7,post_confirmation_seed,True,106360.3,7,5,2,"1,3,7,10,30,90,180"
candidate_low_seeded,2025-11-18 23:59:59.999000+00:00,2025-11-18 23:59:59.999000+00:00,89012.0,post_confirmation_seed,True,98909.7,7,5,2,"1,3,7,10,30,90,180"
candidate_low_replaced,2025-11-19 23:59:59.999000+00:00,2025-11-19 23:59:59.999000+00:00,88564.4,better_extreme,True,98909.7,7,5,2,"1,3,7,10,30,90,180"
candidate_low_replaced,2025-11-20 23:59:59.999000+00:00,2025-11-20 23:59:59.999000+00:00,86066.6,better_extreme,True,98909.7,7,5,2,"1,3,7,10,30,90,180"
candidate_low_replaced,2025-11-21 23:59:59.999000+00:00,2025-11-21 23:59:59.999000+00:00,80600.0,better_extreme,True,98909.7,7,5,2,"1,3,7,10,30,90,180"
candidate_low_seeded,2025-12-16 23:59:59.999000+00:00,2025-12-16 23:59:59.999000+00:00,85226.0,post_confirmation_seed,False,80600.0,4,4,0,"1,3,7,10"
candidate_low_replaced,2025-12-18 23:59:59.999000+00:00,2025-12-18 23:59:59.999000+00:00,84408.6,better_extreme,False,80600.0,4,4,0,"1,3,7,10"
candidate_low_seeded,2026-01-08 23:59:59.999000+00:00,2026-01-08 23:59:59.999000+00:00,89242.0,post_confirmation_seed,False,84408.6,2,2,0,"1,3"
candidate_low_seeded,2026-01-18 23:59:59.999000+00:00,2026-01-18 23:59:59.999000+00:00,93550.3,post_confirmation_seed,False,89242.0,2,2,0,"1,3"
candidate_low_replaced,2026-01-19 23:59:59.999000+00:00,2026-01-19 23:59:59.999000+00:00,91800.0,better_extreme,False,89242.0,2,2,0,"1,3"
candidate_low_replaced,2026-01-20 23:59:59.999000+00:00,2026-01-20 23:59:59.999000+00:00,87787.2,better_extreme,True,89242.0,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-01-21 23:59:59.999000+00:00,2026-01-21 23:59:59.999000+00:00,87205.5,better_extreme,True,89242.0,5,5,0,"1,3,7,10,30"
candidate_low_replaced,2026-01-25 23:59:59.999000+00:00,2026-01-25 23:59:59.999000+00:00,86021.7,better_extreme,True,89242.0,5,5,0,"1,3,7,10,30"
candidate_low_seeded,2026-02-04 23:59:59.999000+00:00,2026-02-04 23:59:59.999000+00:00,71838.0,post_confirmation_seed,True,86021.7,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_low_replaced,2026-02-05 23:59:59.999000+00:00,2026-02-05 23:59:59.999000+00:00,62233.3,better_extreme,True,86021.7,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_low_replaced,2026-02-06 23:59:59.999000+00:00,2026-02-06 23:59:59.999000+00:00,59800.0,better_extreme,True,86021.7,9,5,4,"1,3,7,10,30,90,180,300,365"
candidate_low_seeded,2026-02-19 23:59:59.999000+00:00,2026-02-19 23:59:59.999000+00:00,65595.7,post_confirmation_seed,False,59800.0,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-02-23 23:59:59.999000+00:00,2026-02-23 23:59:59.999000+00:00,63860.0,better_extreme,False,59800.0,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-02-24 23:59:59.999000+00:00,2026-02-24 23:59:59.999000+00:00,62401.7,better_extreme,False,59800.0,4,4,0,"1,3,7,10"
candidate_low_seeded,2026-03-07 23:59:59.999000+00:00,2026-03-07 23:59:59.999000+00:00,66850.1,post_confirmation_seed,False,62401.7,2,2,0,"1,3"
candidate_low_replaced,2026-03-08 23:59:59.999000+00:00,2026-03-08 23:59:59.999000+00:00,65569.2,better_extreme,False,62401.7,3,3,0,"1,3,7"
candidate_low_seeded,2026-03-20 23:59:59.999000+00:00,2026-03-20 23:59:59.999000+00:00,69350.0,post_confirmation_seed,False,65569.2,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-03-21 23:59:59.999000+00:00,2026-03-21 23:59:59.999000+00:00,68511.3,better_extreme,False,65569.2,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-03-22 23:59:59.999000+00:00,2026-03-22 23:59:59.999000+00:00,67300.0,better_extreme,False,65569.2,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-03-27 23:59:59.999000+00:00,2026-03-27 23:59:59.999000+00:00,65501.0,better_extreme,True,65569.2,4,4,0,"1,3,7,10"
candidate_low_replaced,2026-03-29 23:59:59.999000+00:00,2026-03-29 23:59:59.999000+00:00,64918.2,better_extreme,True,65569.2,4,4,0,"1,3,7,10"
